Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%)
IHFA;30/12/2009;1.254,82;0,1333;1,1144;20,9046;20,9663
IHFA;31/12/2009;1.255,19;0,0295;1,1442;20,9402;20,9402
IHFA;04/01/2010;1.256,31;0,0892;0,0892;0,0892;20,4978
IHFA;05/01/2010;1.257,79;0,1178;0,2071;0,2071;20,4284
IHFA;06/01/2010;1.259,81;0,1606;0,3681;0,3681;20,235
IHFA;07/01/2010;1.261,03;0,0968;0,4653;0,4653;20,5263
IHFA;08/01/2010;1.261,93;0,0714;0,537;0,537;20,2399
IHFA;11/01/2010;1.263,01;0,0856;0,623;0,623;20,066
IHFA;12/01/2010;1.262,91;-0,0079;0,615;0,615;20,3161
IHFA;13/01/2010;1.264,22;0,1037;0,7194;0,7194;20,1924
IHFA;14/01/2010;1.264,36;0,0111;0,7306;0,7306;20,5703
IHFA;15/01/2010;1.264,07;-0,0229;0,7075;0,7075;20,2582
IHFA;18/01/2010;1.264,91;0,0665;0,7744;0,7744;20,0902
IHFA;19/01/2010;1.266,13;0,0964;0,8716;0,8716;20,214
IHFA;20/01/2010;1.266,79;0,0521;0,9242;0,9242;20,3189
IHFA;21/01/2010;1.265,73;-0,0837;0,8397;0,8397;19,8154
IHFA;22/01/2010;1.266,63;0,0711;0,9114;0,9114;19,8666
IHFA;25/01/2010;1.267,16;0,0418;0,9536;0,9536;19,7071
IHFA;26/01/2010;1.266,50;-0,0521;0,9011;0,9011;19,577
IHFA;27/01/2010;1.267,16;0,0521;0,9536;0,9536;19,5535
IHFA;28/01/2010;1.267,67;0,0402;0,9943;0,9943;19,3798
IHFA;29/01/2010;1.268,69;0,0805;1,0755;1,0755;19,7431
IHFA;01/02/2010;1.268,37;-0,0252;-0,0252;1,05;19,7072
IHFA;02/02/2010;1.267,84;-0,0418;-0,067;1,0078;19,5906
IHFA;03/02/2010;1.269,56;0,1357;0,0686;1,1448;19,6141
IHFA;04/02/2010;1.269,77;0,0165;0,0851;1,1616;19,5595
IHFA;05/02/2010;1.268,95;-0,0646;0,0205;1,0962;19,2667
IHFA;08/02/2010;1.269,21;0,0205;0,041;1,117;18,9435
IHFA;09/02/2010;1.269,73;0,041;0,082;1,1584;18,9799
IHFA;10/02/2010;1.270,63;0,0709;0,1529;1,2301;19,0609
IHFA;11/02/2010;1.271,46;0,0653;0,2183;1,2962;19,1621
IHFA;12/02/2010;1.272,80;0,1054;0,324;1,403;19,319
IHFA;17/02/2010;1.272,84;0,0031;0,3271;1,4062;19,1597
IHFA;18/02/2010;1.272,95;0,0086;0,3358;1,4149;19,0786
IHFA;19/02/2010;1.272,77;-0,0141;0,3216;1,4006;18,9694
IHFA;22/02/2010;1.272,68;-0,0071;0,3145;1,3934;19,0099
IHFA;23/02/2010;1.271,82;-0,0676;0,2467;1,3249;18,9295
IHFA;24/02/2010;1.272,50;0,0535;0,3003;1,3791;18,9931
IHFA;25/02/2010;1.272,37;-0,0102;0,2901;1,3687;18,9653
IHFA;26/02/2010;1.272,34;-0,0024;0,2877;1,3663;18,9025
IHFA;01/03/2010;1.272,23;-0,0086;-0,0086;1,3576;18,7191
IHFA;02/03/2010;1.272,05;-0,0141;-0,0228;1,3432;19,0011
IHFA;03/03/2010;1.273,06;0,0794;0,0566;1,4237;19,0855
IHFA;04/03/2010;1.273,50;0,0346;0,0912;1,4587;18,851
IHFA;05/03/2010;1.274,41;0,0715;0,1627;1,5312;19,0437
IHFA;08/03/2010;1.274,12;-0,0228;0,1399;1,5081;18,7714
IHFA;09/03/2010;1.275,26;0,0895;0,2295;1,599;18,8123
IHFA;10/03/2010;1.275,47;0,0165;0,246;1,6157;18,4731
IHFA;11/03/2010;1.276,19;0,0564;0,3026;1,6731;18,4894
IHFA;12/03/2010;1.275,97;-0,0172;0,2853;1,6555;18,3272
IHFA;15/03/2010;1.275,47;-0,0392;0,246;1,6157;18,26
IHFA;16/03/2010;1.276,02;0,0431;0,2892;1,6595;18,2431
IHFA;17/03/2010;1.276,79;0,0603;0,3497;1,7209;18,183
IHFA;18/03/2010;1.277,87;0,0846;0,4346;1,8069;18,0982
IHFA;19/03/2010;1.278,38;0,0399;0,4747;1,8475;17,9491
IHFA;22/03/2010;1.278,77;0,0305;0,5054;1,8786;17,9492
IHFA;23/03/2010;1.278,49;-0,0219;0,4834;1,8563;17,6218
IHFA;24/03/2010;1.279,44;0,0743;0,558;1,932;17,7796
IHFA;25/03/2010;1.278,87;-0,0446;0,5132;1,8866;17,7261
IHFA;26/03/2010;1.279,55;0,0532;0,5667;1,9407;17,596
IHFA;29/03/2010;1.279,04;-0,0399;0,5266;1,9001;17,6313
IHFA;30/03/2010;1.279,20;0,0125;0,5392;1,9129;17,7651
IHFA;31/03/2010;1.279,58;0,0297;0,569;1,9431;17,7643
IHFA;01/04/2010;1.279,83;0,0195;0,0195;1,963;17,4178
IHFA;05/04/2010;1.279,29;-0,0422;-0,0227;1,92;16,6799
IHFA;06/04/2010;1.279,40;0,0086;-0,0141;1,9288;16,5613
IHFA;07/04/2010;1.281,48;0,1626;0,1485;2,0945;16,6286
IHFA;08/04/2010;1.283,68;0,1717;0,3204;2,2698;16,5266
IHFA;09/04/2010;1.284,17;0,0382;0,3587;2,3088;16,1861
IHFA;12/04/2010;1.282,50;-0,13;0,2282;2,1758;16,035
IHFA;13/04/2010;1.282,51;0,0008;0,229;2,1766;15,9887
IHFA;14/04/2010;1.283,14;0,0491;0,2782;2,2268;16,2401
IHFA;15/04/2010;1.284,95;0,1411;0,4197;2,371;16,2409
IHFA;16/04/2010;1.284,78;-0,0132;0,4064;2,3574;16,0271
IHFA;19/04/2010;1.284,20;-0,0451;0,3611;2,3112;16,0083
IHFA;20/04/2010;1.285,44;0,0966;0,458;2,41;16,3747
IHFA;22/04/2010;1.286,52;0,084;0,5424;2,496;16,2347
IHFA;23/04/2010;1.286,06;-0,0358;0,5064;2,4594;16,1427
IHFA;26/04/2010;1.285,06;-0,0778;0,4283;2,3797;15,6763
IHFA;27/04/2010;1.283,35;-0,1331;0,2946;2,2435;15,4569
IHFA;28/04/2010;1.280,95;-0,187;0,1071;2,0523;15,034
IHFA;29/04/2010;1.280,27;-0,0531;0,0539;1,9981;14,5522
IHFA;30/04/2010;1.282,19;0,15;0,204;2,1511;14,6174
IHFA;03/05/2010;1.282,68;0,0382;0,0382;2,1901;14,6612
IHFA;04/05/2010;1.283,96;0,0998;0,138;2,2921;14,2822
IHFA;05/05/2010;1.286,06;0,1636;0,3018;2,4594;14,5241
IHFA;06/05/2010;1.288,26;0,1711;0,4734;2,6347;14,3727
IHFA;07/05/2010;1.284,38;-0,3012;0,1708;2,3255;13,9777
IHFA;10/05/2010;1.283,53;-0,0662;0,1045;2,2578;13,4301
IHFA;11/05/2010;1.284,77;0,0966;0,2012;2,3566;13,4214
IHFA;12/05/2010;1.285,84;0,0833;0,2847;2,4419;13,4828
IHFA;13/05/2010;1.286,52;0,0529;0,3377;2,496;13,7426
IHFA;14/05/2010;1.287,46;0,0731;0,411;2,5709;13,5206
IHFA;17/05/2010;1.287,65;0,0148;0,4258;2,5861;13,5484
IHFA;18/05/2010;1.286,81;-0,0652;0,3603;2,5191;13,002
IHFA;19/05/2010;1.284,31;-0,1943;0,1653;2,32;12,6321
IHFA;20/05/2010;1.280,61;-0,2881;-0,1232;2,0252;12,28
IHFA;21/05/2010;1.282,83;0,1734;0,0499;2,2021;12,7237
IHFA;24/05/2010;1.284,01;0,092;0,1419;2,2961;12,6502
IHFA;25/05/2010;1.283,01;-0,0779;0,064;2,2164;12,4323
IHFA;26/05/2010;1.286,03;0,2354;0,2995;2,457;12,7078
IHFA;27/05/2010;1.287,83;0,14;0,4399;2,6004;12,6819
IHFA;28/05/2010;1.288,64;0,0629;0,503;2,6649;12,6522
IHFA;31/05/2010;1.290,73;0,1622;0,666;2,8314;12,7285
IHFA;01/06/2010;1.291,78;0,0813;0,0813;2,9151;12,6195
IHFA;02/06/2010;1.294,66;0,2229;0,3045;3,1445;12,7164
IHFA;04/06/2010;1.295,92;0,0973;0,4021;3,2449;12,7103
IHFA;07/06/2010;1.295,78;-0,0108;0,3913;3,2338;12,703
IHFA;08/06/2010;1.296,09;0,0239;0,4153;3,2585;12,7751
IHFA;09/06/2010;1.296,10;0,0008;0,416;3,2593;12,8054
IHFA;10/06/2010;1.296,07;-0,0023;0,4137;3,2569;12,7459
IHFA;11/06/2010;1.297,58;0,1165;0,5307;3,3772;12,8772
IHFA;14/06/2010;1.298,08;0,0385;0,5694;3,417;12,4638
IHFA;15/06/2010;1.298,66;0,0447;0,6144;3,4632;12,5804
IHFA;16/06/2010;1.298,38;-0,0216;0,5927;3,4409;12,561
IHFA;17/06/2010;1.298,30;-0,0062;0,5865;3,4345;12,597
IHFA;18/06/2010;1.298,72;0,0323;0,619;3,468;12,6325
IHFA;21/06/2010;1.299,02;0,0231;0,6423;3,4919;12,5657
IHFA;22/06/2010;1.300,35;0,1024;0,7453;3,5979;12,8492
IHFA;23/06/2010;1.300,38;0,0023;0,7476;3,6003;12,6007
IHFA;24/06/2010;1.298,99;-0,1069;0,6399;3,4895;12,417
IHFA;25/06/2010;1.299,99;0,077;0,7174;3,5692;12,4267
IHFA;28/06/2010;1.300,96;0,0746;0,7926;3,6465;12,4114
IHFA;29/06/2010;1.300,01;-0,073;0,719;3,5708;12,2111
IHFA;30/06/2010;1.301,73;0,1323;0,8522;3,7078;12,2607
IHFA;01/07/2010;1.301,24;-0,0376;-0,0376;3,6688;11,9626
IHFA;02/07/2010;1.301,14;-0,0077;-0,0453;3,6608;11,875
IHFA;05/07/2010;1.301,31;0,0131;-0,0323;3,6743;11,7465
IHFA;06/07/2010;1.302,85;0,1183;0,086;3,797;11,7712
IHFA;07/07/2010;1.303,65;0,0614;0,1475;3,8608;11,9436
IHFA;08/07/2010;1.304,52;0,0667;0,2143;3,9301;12,0058
IHFA;09/07/2010;1.304,99;0,036;0,2504;3,9675;12,0336
IHFA;12/07/2010;1.304,94;-0,0038;0,2466;3,9635;11,844
IHFA;13/07/2010;1.304,88;-0,0046;0,242;3,9588;11,7268
IHFA;14/07/2010;1.306,93;0,1571;0,3995;4,1221;11,9273
IHFA;15/07/2010;1.307,33;0,0306;0,4302;4,154;11,6842
IHFA;16/07/2010;1.307,42;0,0069;0,4371;4,1611;11,6089
IHFA;19/07/2010;1.308,96;0,1178;0,5554;4,2838;11,6546
IHFA;20/07/2010;1.308,69;-0,0206;0,5347;4,2623;11,4623
IHFA;21/07/2010;1.309,65;0,0734;0,6084;4,3388;11,5564
IHFA;22/07/2010;1.311,25;0,1222;0,7313;4,4663;11,6575
IHFA;23/07/2010;1.311,91;0,0503;0,782;4,5188;11,5722
IHFA;26/07/2010;1.312,24;0,0252;0,8074;4,5451;11,4836
IHFA;27/07/2010;1.312,88;0,0488;0,8566;4,5961;11,4414
IHFA;28/07/2010;1.312,93;0,0038;0,8604;4,6001;11,3473
IHFA;29/07/2010;1.312,96;0,0023;0,8627;4,6025;11,3678
IHFA;30/07/2010;1.314,63;0,1272;0,991;4,7355;11,3225
IHFA;02/08/2010;1.315,45;0,0624;0,0624;4,8009;11,1848
IHFA;03/08/2010;1.315,45;0;0,0624;4,8009;10,9139
IHFA;04/08/2010;1.316,84;0,1057;0,1681;4,9116;10,9488
IHFA;05/08/2010;1.317,61;0,0585;0,2267;4,973;10,8334
IHFA;06/08/2010;1.317,70;0,0068;0,2335;4,9801;10,8354
IHFA;09/08/2010;1.317,18;-0,0395;0,194;4,9387;10,6418
IHFA;10/08/2010;1.316,95;-0,0175;0,1765;4,9204;10,5993
IHFA;11/08/2010;1.317,92;0,0737;0,2503;4,9976;10,7589
IHFA;12/08/2010;1.319,93;0,1525;0,4032;5,1578;10,8561
IHFA;13/08/2010;1.321,45;0,1152;0,5188;5,2789;11,0136
IHFA;16/08/2010;1.321,77;0,0242;0,5431;5,3044;11,0498
IHFA;17/08/2010;1.322,42;0,0492;0,5926;5,3562;11,3083
IHFA;18/08/2010;1.321,90;-0,0393;0,553;5,3147;11,071
IHFA;19/08/2010;1.323,48;0,1195;0,6732;5,4406;11,1066
IHFA;20/08/2010;1.324,40;0,0695;0,7432;5,5139;11,0366
IHFA;23/08/2010;1.324,18;-0,0166;0,7264;5,4964;10,8481
IHFA;24/08/2010;1.322,38;-0,1359;0,5895;5,353;10,6427
IHFA;25/08/2010;1.323,97;0,1202;0,7105;5,4796;10,7387
IHFA;26/08/2010;1.324,50;0,04;0,7508;5,5219;10,696
IHFA;27/08/2010;1.325,92;0,1072;0,8588;5,635;10,7379
IHFA;30/08/2010;1.327,08;0,0875;0,947;5,7274;10,7885
IHFA;31/08/2010;1.327,78;0,0527;1,0003;5,7832;10,8729
IHFA;01/09/2010;1.326,92;-0,0648;-0,0648;5,7147;10,9066
IHFA;02/09/2010;1.326,54;-0,0286;-0,0934;5,6844;10,7841
IHFA;03/09/2010;1.327,12;0,0437;-0,0497;5,7306;10,7114
IHFA;06/09/2010;1.327,19;0,0053;-0,0444;5,7362;10,4593
IHFA;08/09/2010;1.328,45;0,0949;0,0505;5,8366;10,3272
IHFA;09/09/2010;1.330,22;0,1332;0,1838;5,9776;10,4183
IHFA;10/09/2010;1.330,29;0,0053;0,189;5,9832;10,2466
IHFA;13/09/2010;1.330,69;0,0301;0,2192;6,015;10,2395
IHFA;14/09/2010;1.330,51;-0,0135;0,2056;6,0007;10,075
IHFA;15/09/2010;1.333,95;0,2585;0,4647;6,2747;10,2511
IHFA;16/09/2010;1.334,05;0,0075;0,4722;6,2827;10,1183
IHFA;17/09/2010;1.333,65;-0,03;0,4421;6,2508;10,0953
IHFA;20/09/2010;1.334,79;0,0855;0,5279;6,3417;10,0722
IHFA;21/09/2010;1.334,11;-0,0509;0,4767;6,2875;9,9698
IHFA;22/09/2010;1.333,46;-0,0487;0,4278;6,2357;9,8248
IHFA;23/09/2010;1.333,80;0,0255;0,4534;6,2628;9,8564
IHFA;24/09/2010;1.333,49;-0,0232;0,43;6,2381;9,9042
IHFA;27/09/2010;1.335,51;0,1515;0,5822;6,399;10,0363
IHFA;28/09/2010;1.335,56;0,0037;0,5859;6,403;9,9118
IHFA;29/09/2010;1.337,07;0,1131;0,6997;6,5233;10,037
IHFA;30/09/2010;1.338,09;0,0763;0,7765;6,6046;9,9634
IHFA;01/10/2010;1.338,73;0,0478;0,0478;6,6556;10,0812
IHFA;04/10/2010;1.339,88;0,0859;0,1338;6,7472;10,0536
IHFA;05/10/2010;1.340,74;0,0642;0,198;6,8157;9,8886
IHFA;06/10/2010;1.341,88;0,085;0,2832;6,9065;9,8659
IHFA;07/10/2010;1.342,07;0,0142;0,2974;6,9217;9,7969
IHFA;08/10/2010;1.344,50;0,1811;0,479;7,1153;9,8852
IHFA;11/10/2010;1.345,66;0,0863;0,5657;7,2077;9,9288
IHFA;13/10/2010;1.346,83;0,0869;0,6532;7,3009;9,9453
IHFA;14/10/2010;1.348,60;0,1314;0,7854;7,4419;10,0368
IHFA;15/10/2010;1.350,21;0,1194;0,9058;7,5702;10,0353
IHFA;18/10/2010;1.349,40;-0,06;0,8452;7,5056;9,9827
IHFA;19/10/2010;1.348,61;-0,0585;0,7862;7,4427;9,8566
IHFA;20/10/2010;1.350,59;0,1468;0,9342;7,6004;10,2091
IHFA;21/10/2010;1.352,06;0,1088;1,044;7,7176;10,2022
IHFA;22/10/2010;1.352,35;0,0214;1,0657;7,7407;10,2142
IHFA;25/10/2010;1.352,87;0,0385;1,1046;7,7821;10,2718
IHFA;26/10/2010;1.355,81;0,2173;1,3243;8,0163;10,5133
IHFA;27/10/2010;1.355,25;-0,0413;1,2824;7,9717;10,5406
IHFA;28/10/2010;1.354,94;-0,0229;1,2593;7,947;10,6805
IHFA;29/10/2010;1.357,52;0,1904;1,4521;8,1526;10,5986
IHFA;01/11/2010;1.360,31;0,2055;0,2055;8,3748;10,8674
IHFA;03/11/2010;1.361,28;0,0713;0,277;8,4521;10,8227
IHFA;04/11/2010;1.364,72;0,2527;0,5304;8,7262;11,0025
IHFA;05/11/2010;1.365,30;0,0425;0,5731;8,7724;10,9387
IHFA;08/11/2010;1.366,21;0,0667;0,6401;8,8449;10,9901
IHFA;09/11/2010;1.367,05;0,0615;0,702;8,9118;10,8773
IHFA;10/11/2010;1.367,39;0,0249;0,7271;8,9389;10,8994
IHFA;11/11/2010;1.368,68;0,0943;0,8221;9,0417;10,9654
IHFA;12/11/2010;1.367,92;-0,0555;0,7661;8,9811;10,9262
IHFA;16/11/2010;1.367,60;-0,0234;0,7425;8,9556;10,7772
IHFA;17/11/2010;1.367,55;-0,0037;0,7388;8,9516;10,7122
IHFA;18/11/2010;1.369,65;0,1536;0,8935;9,1189;10,8391
IHFA;19/11/2010;1.370,41;0,0555;0,9495;9,1795;10,8513
IHFA;22/11/2010;1.369,50;-0,0664;0,8825;9,107;10,7571
IHFA;23/11/2010;1.368,04;-0,1066;0,7749;8,9907;10,5916
IHFA;24/11/2010;1.370,60;0,1871;0,9635;9,1946;10,7672
IHFA;25/11/2010;1.371,00;0,0292;0,993;9,2265;10,736
IHFA;26/11/2010;1.369,90;-0,0802;0,912;9,1389;10,6418
IHFA;29/11/2010;1.369,04;-0,0628;0,8486;9,0703;10,4973
IHFA;30/11/2010;1.370,67;0,1191;0,9687;9,2002;10,4497
IHFA;01/12/2010;1.371,16;0,0357;0,0357;9,2392;10,4074
IHFA;02/12/2010;1.371,58;0,0306;0,0664;9,2727;10,379
IHFA;03/12/2010;1.371,34;-0,0175;0,0489;9,2536;10,3463
IHFA;06/12/2010;1.371,52;0,0131;0,062;9,2679;10,2863
IHFA;07/12/2010;1.372,35;0,0605;0,1226;9,334;10,2874
IHFA;08/12/2010;1.371,64;-0,0517;0,0708;9,2775;10,2232
IHFA;09/12/2010;1.372,22;0,0423;0,1131;9,3237;10,3071
IHFA;10/12/2010;1.374,89;0,1946;0,3079;9,5364;10,4037
IHFA;13/12/2010;1.375,19;0,0218;0,3298;9,5603;10,3038
IHFA;14/12/2010;1.376,71;0,1105;0,4407;9,6814;10,3788
IHFA;15/12/2010;1.376,80;0,0065;0,4472;9,6886;10,2799
IHFA;16/12/2010;1.378,08;0,093;0,5406;9,7905;10,3055
IHFA;17/12/2010;1.380,07;0,1444;0,6858;9,9491;10,3924
IHFA;20/12/2010;1.380,17;0,0072;0,6931;9,9571;10,3606
IHFA;21/12/2010;1.380,40;0,0167;0,7099;9,9754;10,3305
IHFA;22/12/2010;1.380,14;-0,0188;0,6909;9,9547;10,2119
IHFA;23/12/2010;1.381,09;0,0688;0,7602;10,0304;10,2904
IHFA;24/12/2010;1.381,42;0,0239;0,7843;10,0566;10,2913
IHFA;27/12/2010;1.381,85;0,0311;0,8157;10,0909;10,3256
IHFA;28/12/2010;1.383,41;0,1129;0,9295;10,2152;10,4149
IHFA;29/12/2010;1.384,69;0,0925;1,0229;10,3172;10,4967
IHFA;30/12/2010;1.385,54;0,0614;1,0849;10,3849;10,4174
IHFA;31/12/2010;1.385,93;0,0281;1,1133;10,416;10,416
IHFA;03/01/2011;1.386,16;0,0166;0,0166;0,0166;10,4343
IHFA;04/01/2011;1.386,83;0,0483;0,0649;0,0649;10,3892
IHFA;05/01/2011;1.389,29;0,1774;0,2424;0,2424;10,4548
IHFA;06/01/2011;1.390,10;0,0583;0,3009;0,3009;10,342
IHFA;07/01/2011;1.389,55;-0,0396;0,2612;0,2612;10,1917
IHFA;10/01/2011;1.389,96;0,0295;0,2908;0,2908;10,1456
IHFA;11/01/2011;1.391,18;0,0878;0,3788;0,3788;10,148
IHFA;12/01/2011;1.393,10;0,138;0,5173;0,5173;10,3087
IHFA;13/01/2011;1.393,52;0,0301;0,5476;0,5476;10,2277
IHFA;14/01/2011;1.393,07;-0,0323;0,5152;0,5152;10,1799
IHFA;17/01/2011;1.393,15;0,0057;0,5209;0,5209;10,2115
IHFA;18/01/2011;1.394,03;0,0632;0,5844;0,5844;10,2078
IHFA;19/01/2011;1.393,45;-0,0416;0,5426;0,5426;10,0558
IHFA;20/01/2011;1.393,74;0,0208;0,5635;0,5635;10,0214
IHFA;21/01/2011;1.393,42;-0,023;0,5404;0,5404;10,0882
IHFA;24/01/2011;1.392,88;-0,0388;0,5015;0,5015;9,9674
IHFA;25/01/2011;1.393,14;0,0187;0,5202;0,5202;9,9419
IHFA;26/01/2011;1.392,62;-0,0373;0,4827;0,4827;9,9582
IHFA;27/01/2011;1.391,71;-0,0653;0,417;0,417;9,8291
IHFA;28/01/2011;1.390,97;-0,0532;0,3637;0,3637;9,7265
IHFA;31/01/2011;1.391,55;0,0417;0,4055;0,4055;9,684
IHFA;01/02/2011;1.392,89;0,0963;0,0963;0,5022;9,8173
IHFA;02/02/2011;1.393,80;0,0653;0,1617;0,5678;9,935
IHFA;03/02/2011;1.393,90;0,0072;0,1689;0,5751;9,7939
IHFA;04/02/2011;1.392,69;-0,0868;0,0819;0,4878;9,6805
IHFA;07/02/2011;1.393,31;0,0445;0,1265;0,5325;9,8002
IHFA;08/02/2011;1.396,70;0,2433;0,3701;0,7771;10,0448
IHFA;09/02/2011;1.394,50;-0,1575;0,212;0,6184;9,8265
IHFA;10/02/2011;1.394,29;-0,0151;0,1969;0,6032;9,7322
IHFA;11/02/2011;1.395,92;0,1169;0,314;0,7208;9,7887
IHFA;14/02/2011;1.396,87;0,0681;0,3823;0,7894;9,7478
IHFA;15/02/2011;1.397,89;0,073;0,4556;0,863;9,8279
IHFA;16/02/2011;1.400,08;0,1567;0,613;1,021;10
IHFA;17/02/2011;1.400,88;0,0571;0,6705;1,0787;10,0594
IHFA;18/02/2011;1.401,34;0,0328;0,7035;1,1119;10,086
IHFA;21/02/2011;1.401,42;0,0057;0,7093;1,1177;10,1079
IHFA;22/02/2011;1.399,57;-0,132;0,5763;0,9842;9,9703
IHFA;23/02/2011;1.399,37;-0,0143;0,562;0,9697;10,0289
IHFA;24/02/2011;1.398,45;-0,0657;0,4958;0,9034;9,8978
IHFA;25/02/2011;1.399,67;0,0872;0,5835;0,9914;10,005
IHFA;28/02/2011;1.402,18;0,1793;0,7639;1,1725;10,2048
IHFA;01/03/2011;1.402,96;0,0556;0,0556;1,2288;10,2757
IHFA;02/03/2011;1.403,87;0,0649;0,1205;1,2944;10,3628
IHFA;03/03/2011;1.405,42;0,1104;0,2311;1,4063;10,397
IHFA;04/03/2011;1.405,31;-0,0078;0,2232;1,3983;10,3502
IHFA;09/03/2011;1.406,07;0,0541;0,2774;1,4532;10,2575
IHFA;10/03/2011;1.405,40;-0,0477;0,2296;1,4048;10,1868
IHFA;11/03/2011;1.404,93;-0,0334;0,1961;1,3709;10,0878
IHFA;14/03/2011;1.404,12;-0,0577;0,1384;1,3125;10,0433
IHFA;15/03/2011;1.404,04;-0,0057;0,1327;1,3067;10,0802
IHFA;16/03/2011;1.403,70;-0,0242;0,1084;1,2822;10,0061
IHFA;17/03/2011;1.403,29;-0,0292;0,0792;1,2526;9,9077
IHFA;18/03/2011;1.406,24;0,2102;0,2895;1,4654;10,0456
IHFA;21/03/2011;1.407,78;0,1095;0,3994;1,5766;10,1222
IHFA;22/03/2011;1.409,93;0,1527;0,5527;1,7317;10,2567
IHFA;23/03/2011;1.412,65;0,1929;0,7467;1,9279;10,4936
IHFA;24/03/2011;1.413,09;0,0311;0,7781;1,9597;10,446
IHFA;25/03/2011;1.415,41;0,1642;0,9435;2,1271;10,6766
IHFA;28/03/2011;1.416,34;0,0657;1,0099;2,1942;10,6905
IHFA;29/03/2011;1.416,83;0,0346;1,0448;2,2295;10,7729
IHFA;30/03/2011;1.420,21;0,2386;1,2859;2,4734;11,0233
IHFA;31/03/2011;1.423,68;0,2443;1,5333;2,7238;11,2615
IHFA;01/04/2011;1.427,86;0,2936;0,2936;3,0254;11,5664
IHFA;04/04/2011;1.428,51;0,0455;0,3393;3,0723;11,6172
IHFA;05/04/2011;1.429,03;0,0364;0,3758;3,1098;11,7049
IHFA;06/04/2011;1.429,31;0,0196;0,3955;3,13;11,7172
IHFA;07/04/2011;1.430,20;0,0623;0,458;3,1942;11,6053
IHFA;08/04/2011;1.430,36;0,0112;0,4692;3,2058;11,4265
IHFA;11/04/2011;1.431,17;0,0566;0,5261;3,2642;11,4471
IHFA;12/04/2011;1.430,19;-0,0685;0,4573;3,1935;11,5158
IHFA;13/04/2011;1.430,23;0,0028;0,4601;3,1964;11,518
IHFA;14/04/2011;1.432,00;0,1238;0,5844;3,3241;11,6012
IHFA;15/04/2011;1.433,62;0,1131;0,6982;3,441;11,5701
IHFA;18/04/2011;1.433,08;-0,0377;0,6603;3,402;11,5428
IHFA;19/04/2011;1.434,35;0,0886;0,7495;3,4937;11,6921
IHFA;20/04/2011;1.435,75;0,0976;0,8478;3,5947;11,6933
IHFA;25/04/2011;1.434,52;-0,0857;0,7614;3,5059;11,5438
IHFA;26/04/2011;1.435,72;0,0837;0,8457;3,5925;11,724
IHFA;27/04/2011;1.435,36;-0,0251;0,8204;3,5666;11,8448
IHFA;28/04/2011;1.435,39;0,0021;0,8225;3,5687;12,0567
IHFA;29/04/2011;1.438,40;0,2097;1,0339;3,7859;12,3513
IHFA;02/05/2011;1.439,62;0,0848;0,0848;3,8739;12,2782
IHFA;03/05/2011;1.438,05;-0,1091;-0,0243;3,7607;12,1129
IHFA;04/05/2011;1.436,98;-0,0744;-0,0987;3,6834;11,9178
IHFA;05/05/2011;1.436,17;-0,0564;-0,155;3,625;11,6721
IHFA;06/05/2011;1.438,55;0,1657;0,0104;3,7967;11,6661
IHFA;09/05/2011;1.439,97;0,0987;0,1091;3,8992;12,114
IHFA;10/05/2011;1.440,43;0,0319;0,1411;3,9324;12,2241
IHFA;11/05/2011;1.439,70;-0,0507;0,0904;3,8797;12,059
IHFA;12/05/2011;1.440,39;0,0479;0,1383;3,9295;12,0194
IHFA;13/05/2011;1.440,14;-0,0174;0,121;3,9115;11,9407
IHFA;16/05/2011;1.440,31;0,0118;0,1328;3,9237;11,8722
IHFA;17/05/2011;1.441,32;0,0701;0,203;3,9966;11,9341
IHFA;18/05/2011;1.442,28;0,0666;0,2697;4,0659;12,0818
IHFA;19/05/2011;1.442,38;0,0069;0,2767;4,0731;12,3078
IHFA;20/05/2011;1.442,53;0,0104;0,2871;4,0839;12,644
IHFA;23/05/2011;1.440,89;-0,1137;0,1731;3,9656;12,3212
IHFA;24/05/2011;1.442,32;0,0992;0,2725;4,0687;12,3293
IHFA;25/05/2011;1.442,64;0,0222;0,2948;4,0918;12,4418
IHFA;26/05/2011;1.443,67;0,0714;0,3664;4,1662;12,2579
IHFA;27/05/2011;1.445,20;0,106;0,4727;4,2766;12,2198
IHFA;30/05/2011;1.445,98;0,054;0,527;4,3328;12,2098
IHFA;31/05/2011;1.447,56;0,1093;0,6368;4,4468;12,1505
IHFA;01/06/2011;1.447,51;-0,0035;-0,0035;4,4432;12,0555
IHFA;02/06/2011;1.447,29;-0,0152;-0,0187;4,4274;11,7892
IHFA;03/06/2011;1.446,62;-0,0463;-0,0649;4,379;11,7374
IHFA;06/06/2011;1.445,70;-0,0636;-0,1285;4,3126;11,5578
IHFA;07/06/2011;1.446,55;0,0588;-0,0698;4,374;11,6355
IHFA;08/06/2011;1.446,54;-0,0007;-0,0705;4,3732;11,608
IHFA;09/06/2011;1.446,04;-0,0346;-0,105;4,3372;11,5686
IHFA;10/06/2011;1.446,38;0,0235;-0,0815;4,3617;11,5974
IHFA;13/06/2011;1.446,65;0,0187;-0,0629;4,3812;11,4883
IHFA;14/06/2011;1.448,30;0,1141;0,0511;4,5002;11,5725
IHFA;15/06/2011;1.449,00;0,0483;0,0995;4,5507;11,5765
