Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%);Variação 24 Meses (%);Duration (d.u.);PMR
IMA-B;16/09/2003;723,070317;;;;;;;
IMA-B;17/09/2003;723,162887;0,0128;;;;;;
IMA-B;18/09/2003;724,280592;0,1546;;;;;;
IMA-B;19/09/2003;726,499199;0,3063;;;;;;
IMA-B;22/09/2003;728,083768;0,2181;;;;;;
IMA-B;23/09/2003;729,390764;0,1795;;;;;;
IMA-B;24/09/2003;730,015229;0,0856;;;;;;
IMA-B;25/09/2003;730,580760;0,0775;;;;;;
IMA-B;26/09/2003;731,100524;0,0711;;;;;;
IMA-B;29/09/2003;731,586940;0,0665;;;;;;
IMA-B;30/09/2003;732,134779;0,0749;;;;;;
IMA-B;01/10/2003;732,665968;0,0726;;;;;;
IMA-B;02/10/2003;733,246001;0,0792;;;;;;
IMA-B;03/10/2003;733,998349;0,1026;;;;;;
IMA-B;06/10/2003;735,712557;0,2335;;;;;;
IMA-B;07/10/2003;737,210325;0,2036;;;;;;
IMA-B;08/10/2003;738,034074;0,1117;;;;;;
IMA-B;09/10/2003;739,492798;0,1977;;;;;;
IMA-B;10/10/2003;740,033624;0,0731;;;;;;
IMA-B;13/10/2003;740,749187;0,0967;;;;;;
IMA-B;14/10/2003;741,565637;0,1102;;;;;;
IMA-B;15/10/2003;742,298544;0,0988;;;;;;
IMA-B;16/10/2003;743,366354;0,1439;;;;;;
IMA-B;17/10/2003;744,301719;0,1258;;;;;;
IMA-B;20/10/2003;745,343829;0,1400;;;;;;
IMA-B;21/10/2003;746,002239;0,0883;;;;;;
IMA-B;22/10/2003;746,562130;0,0751;;;;;;
IMA-B;23/10/2003;746,999759;0,0586;;;;;;
IMA-B;24/10/2003;747,539202;0,0722;;;;;;
IMA-B;27/10/2003;747,917616;0,0506;;;;;;
IMA-B;28/10/2003;748,238094;0,0428;;;;;;
IMA-B;29/10/2003;748,849013;0,0816;;;;;;
IMA-B;30/10/2003;749,292546;0,0592;;;;;;
IMA-B;31/10/2003;749,921194;0,0839;;;;;;
IMA-B;03/11/2003;750,365044;0,0592;;;;;;
IMA-B;04/11/2003;750,801322;0,0581;;;;;;
IMA-B;05/11/2003;751,212863;0,0548;;;;;;
IMA-B;06/11/2003;750,612044;-0,0800;;;;;;
IMA-B;07/11/2003;751,013517;0,0535;;;;;;
IMA-B;10/11/2003;751,433452;0,0559;;;;;;
IMA-B;11/11/2003;751,770723;0,0449;;;;;;
IMA-B;12/11/2003;752,162235;0,0521;;;;;;
IMA-B;13/11/2003;752,545636;0,0510;;;;;;
IMA-B;14/11/2003;752,768862;0,0297;;;;;;
IMA-B;17/11/2003;753,231005;0,0614;;;;;;
IMA-B;18/11/2003;753,680365;0,0597;;;;;;
IMA-B;19/11/2003;754,137395;0,0606;;;;;;
IMA-B;20/11/2003;760,434695;0,8350;;;;;;
IMA-B;21/11/2003;762,012425;0,2075;;;;;;
IMA-B;24/11/2003;764,439743;0,3185;;;;;;
IMA-B;25/11/2003;772,405551;1,0420;;;;;;
IMA-B;26/11/2003;773,951746;0,2002;;;;;;
IMA-B;27/11/2003;778,044990;0,5289;;;;;;
IMA-B;28/11/2003;780,713506;0,3430;;;;;;
IMA-B;01/12/2003;783,484916;0,3550;;;;;;
IMA-B;02/12/2003;784,553934;0,1364;;;;;;
IMA-B;03/12/2003;786,299316;0,2225;;;;;;
IMA-B;04/12/2003;789,563496;0,4151;;;;;;
IMA-B;05/12/2003;791,526341;0,2486;;;;;;
IMA-B;08/12/2003;792,911104;0,1749;;;;;;
IMA-B;09/12/2003;794,147792;0,1560;;;;;;
IMA-B;10/12/2003;798,197761;0,5100;;;;;;
IMA-B;11/12/2003;800,275870;0,2604;;;;;;
IMA-B;12/12/2003;802,105775;0,2287;;;;;;
IMA-B;15/12/2003;803,010800;0,1128;;;;;;
IMA-B;16/12/2003;804,112094;0,1371;;;;;;
IMA-B;17/12/2003;805,074496;0,1197;;;;;;
IMA-B;18/12/2003;805,838389;0,0949;;;;;;
IMA-B;19/12/2003;805,903292;0,0081;;;;;;
IMA-B;22/12/2003;807,363354;0,1812;;;;;;
IMA-B;23/12/2003;808,182336;0,1014;;;;;;
IMA-B;24/12/2003;808,895076;0,0882;;;;;;
IMA-B;26/12/2003;809,679507;0,0970;;;;;;
IMA-B;29/12/2003;810,703776;0,1265;;;;;;
IMA-B;30/12/2003;811,506895;0,0991;;;;;;
IMA-B;31/12/2003;811,970067;0,0571;;;;;;
IMA-B;02/01/2004;812,619394;0,0800;;;;;;
IMA-B;05/01/2004;813,397336;0,0957;;;;;;
IMA-B;06/01/2004;814,356007;0,1179;;;;;;
IMA-B;07/01/2004;817,157457;0,3440;;;;;;
IMA-B;08/01/2004;825,227028;0,9875;;;;;;
IMA-B;09/01/2004;829,120863;0,4719;;;;;;
IMA-B;12/01/2004;832,299407;0,3834;;;;;;
IMA-B;13/01/2004;836,592310;0,5158;;;;;;
IMA-B;14/01/2004;842,629700;0,7217;;;;;;
IMA-B;15/01/2004;845,383840;0,3269;;;;;;
IMA-B;16/01/2004;847,252381;0,2210;;;;;;
IMA-B;19/01/2004;848,314393;0,1253;;;;;;
IMA-B;20/01/2004;852,744326;0,5222;;;;;;
IMA-B;21/01/2004;853,792241;0,1229;;;;;;
IMA-B;22/01/2004;853,964404;0,0202;;;;;;
IMA-B;23/01/2004;854,429180;0,0544;;;;;;
IMA-B;26/01/2004;856,713261;0,2673;;;;;;
IMA-B;27/01/2004;857,243235;0,0619;;;;;;
IMA-B;28/01/2004;858,609824;0,1594;;;;;;
IMA-B;29/01/2004;859,023238;0,0481;;;;;;
IMA-B;30/01/2004;859,640824;0,0719;;;;;;
IMA-B;02/02/2004;860,434731;0,0924;;;;;;
IMA-B;03/02/2004;860,830206;0,0460;;;;;;
IMA-B;04/02/2004;861,462922;0,0735;;;;;;
IMA-B;05/02/2004;861,865995;0,0468;;;;;;
IMA-B;06/02/2004;862,470101;0,0701;;;;;;
IMA-B;09/02/2004;863,895731;0,1653;;;;;;
IMA-B;10/02/2004;864,348230;0,0524;;;;;;
IMA-B;11/02/2004;865,076208;0,0842;;;;;;
IMA-B;12/02/2004;865,856052;0,0901;;;;;;
IMA-B;13/02/2004;866,707673;0,0984;;;;;;
IMA-B;16/02/2004;867,079456;0,0429;;;;;;
IMA-B;17/02/2004;867,879516;0,0923;;;;;;
IMA-B;18/02/2004;868,798185;0,1059;;;;;;
IMA-B;19/02/2004;869,247345;0,0517;;;;;;
IMA-B;20/02/2004;869,770083;0,0601;;;;;;
IMA-B;25/02/2004;870,710863;0,1082;;;;;;
IMA-B;26/02/2004;871,573290;0,0990;;;;;;
IMA-B;27/02/2004;872,124846;0,0633;;;;;;
IMA-B;01/03/2004;873,039255;0,1048;;;;;;
IMA-B;02/03/2004;873,738690;0,0801;;;;;;
IMA-B;03/03/2004;874,441573;0,0804;;;;;;
IMA-B;04/03/2004;875,503276;0,1214;;;;;;
IMA-B;05/03/2004;876,458326;0,1091;;;;;;
IMA-B;08/03/2004;876,829256;0,0423;;;;;;
IMA-B;09/03/2004;877,624095;0,0906;;;;;;
IMA-B;10/03/2004;878,671785;0,1194;;;;;;
IMA-B;11/03/2004;878,038270;-0,0721;;;;;;
IMA-B;12/03/2004;878,739578;0,0799;;;;;;
IMA-B;15/03/2004;879,332761;0,0675;;;;;;
IMA-B;16/03/2004;879,772426;0,0500;;;;;;
IMA-B;17/03/2004;880,268762;0,0564;;;;;;
IMA-B;18/03/2004;880,697944;0,0488;;;;;;
IMA-B;19/03/2004;881,180155;0,0548;;;;;;
IMA-B;22/03/2004;881,657464;0,0542;;;;;;
IMA-B;23/03/2004;882,102004;0,0504;;;;;;
IMA-B;24/03/2004;882,629145;0,0598;;;;;;
IMA-B;25/03/2004;883,130908;0,0568;;;;;;
IMA-B;26/03/2004;883,550104;0,0475;;;;;;
IMA-B;29/03/2004;883,991769;0,0500;;;;;;
IMA-B;30/03/2004;884,478498;0,0551;;;;;;
IMA-B;31/03/2004;884,873768;0,0447;;;;;;
IMA-B;01/04/2004;885,269042;0,0447;;;;;;
IMA-B;02/04/2004;885,706103;0,0494;;;;;;
IMA-B;05/04/2004;886,159467;0,0512;;;;;;
IMA-B;06/04/2004;886,778986;0,0699;;;;;;
IMA-B;07/04/2004;887,513823;0,0829;;;;;;
IMA-B;08/04/2004;888,036715;0,0589;;;;;;
IMA-B;12/04/2004;888,520562;0,0545;;;;;;
IMA-B;13/04/2004;888,859857;0,0382;;;;;;
IMA-B;14/04/2004;889,068256;0,0234;;;;;;
IMA-B;15/04/2004;889,616475;0,0617;;;;;;
IMA-B;16/04/2004;890,096868;0,0540;;;;;;
IMA-B;19/04/2004;890,558598;0,0519;;;;;;
IMA-B;20/04/2004;891,149107;0,0663;;;;;;
IMA-B;22/04/2004;891,877885;0,0818;;;;;;
IMA-B;23/04/2004;892,455747;0,0648;;;;;;
IMA-B;26/04/2004;892,980876;0,0588;;;;;;
IMA-B;27/04/2004;893,222107;0,0270;;;;;;
IMA-B;28/04/2004;893,124990;-0,0109;;;;;;
IMA-B;29/04/2004;893,500903;0,0421;;;;;;
IMA-B;30/04/2004;893,734774;0,0262;;;;;;
IMA-B;03/05/2004;893,863089;0,0144;;;;;;
IMA-B;04/05/2004;893,862165;-0,0001;;;;;;
IMA-B;05/05/2004;893,883462;0,0024;;;;;;
IMA-B;06/05/2004;893,624243;-0,0290;;;;;;
IMA-B;07/05/2004;894,074316;0,0504;;;;;;
IMA-B;10/05/2004;894,693202;0,0692;;;;;;
IMA-B;11/05/2004;894,585998;-0,0120;;;;;;
IMA-B;12/05/2004;894,232996;-0,0395;;;;;;
IMA-B;13/05/2004;889,922579;-0,4820;;;;;;
IMA-B;14/05/2004;889,312013;-0,0686;;;;;;
IMA-B;17/05/2004;886,717031;-0,2918;;;;;;
IMA-B;18/05/2004;887,164825;0,0505;;;;;;
IMA-B;19/05/2004;887,168807;0,0004;;;;;;
IMA-B;20/05/2004;887,764530;0,0671;;;;;;
IMA-B;21/05/2004;887,891602;0,0143;;;;;;
IMA-B;24/05/2004;888,148560;0,0289;;;;;;
IMA-B;25/05/2004;888,484154;0,0378;;;;;;
IMA-B;26/05/2004;888,347658;-0,0154;;;;;;
IMA-B;27/05/2004;888,779208;0,0486;;;;;;
IMA-B;28/05/2004;889,690783;0,1026;;;;;;
IMA-B;31/05/2004;890,415868;0,0815;;;;;;
IMA-B;01/06/2004;890,997203;0,0653;;;;;;
IMA-B;02/06/2004;891,403132;0,0456;;;;;;
IMA-B;03/06/2004;891,718977;0,0354;;;;;;
IMA-B;04/06/2004;891,932021;0,0239;;;;;;
IMA-B;07/06/2004;892,611609;0,0762;;;;;;
IMA-B;08/06/2004;892,971371;0,0403;;;;;;
IMA-B;09/06/2004;893,774216;0,0899;;;;;;
IMA-B;11/06/2004;894,116443;0,0383;;;;;;
IMA-B;14/06/2004;894,648862;0,0595;;;;;;
IMA-B;15/06/2004;895,359498;0,0794;;;;;;
IMA-B;16/06/2004;895,863685;0,0563;;;;;;
IMA-B;17/06/2004;896,598018;0,0820;;;;;;
IMA-B;18/06/2004;897,252029;0,0729;;;;;;
IMA-B;21/06/2004;897,844912;0,0661;;;;;;
IMA-B;22/06/2004;898,371386;0,0586;;;;;;
IMA-B;23/06/2004;898,924767;0,0616;;;;;;
IMA-B;24/06/2004;899,798249;0,0972;;;;;;
IMA-B;25/06/2004;900,432078;0,0704;;;;;;
IMA-B;28/06/2004;901,295964;0,0959;;;;;;
IMA-B;29/06/2004;901,913601;0,0685;;;;;;
IMA-B;30/06/2004;902,666245;0,0834;;;;;;
IMA-B;01/07/2004;903,382938;0,0794;;;;;;
IMA-B;02/07/2004;904,216217;0,0922;;;;;;
IMA-B;05/07/2004;904,931764;0,0791;;;;;;
IMA-B;06/07/2004;905,835922;0,0999;;;;;;
IMA-B;07/07/2004;906,717841;0,0974;;;;;;
IMA-B;08/07/2004;907,538618;0,0905;;;;;;
IMA-B;09/07/2004;908,090009;0,0608;;;;;;
IMA-B;12/07/2004;908,795770;0,0777;;;;;;
IMA-B;13/07/2004;909,310949;0,0567;;;;;;
IMA-B;14/07/2004;909,935632;0,0687;;;;;;
IMA-B;15/07/2004;910,466015;0,0583;;;;;;
IMA-B;16/07/2004;911,324871;0,0943;;;;;;
IMA-B;19/07/2004;912,121173;0,0874;;;;;;
IMA-B;20/07/2004;912,742398;0,0681;;;;;;
IMA-B;21/07/2004;913,182943;0,0483;;;;;;
IMA-B;22/07/2004;913,894331;0,0779;;;;;;
IMA-B;23/07/2004;914,636404;0,0812;;;;;;
IMA-B;26/07/2004;915,553318;0,1002;;;;;;
IMA-B;27/07/2004;916,104864;0,0602;;;;;;
IMA-B;28/07/2004;916,775337;0,0732;;;;;;
IMA-B;29/07/2004;917,453062;0,0739;;;;;;
IMA-B;30/07/2004;917,860727;0,0444;;;;;;
IMA-B;02/08/2004;918,701902;0,0916;;;;;;
IMA-B;03/08/2004;919,349733;0,0705;;;;;;
IMA-B;04/08/2004;919,634449;0,0310;;;;;;
IMA-B;05/08/2004;920,218862;0,0635;;;;;;
IMA-B;06/08/2004;920,466957;0,0270;;;;;;
IMA-B;09/08/2004;920,680931;0,0232;;;;;;
IMA-B;10/08/2004;921,293635;0,0665;;;;;;
IMA-B;11/08/2004;920,891153;-0,0437;;;;;;
IMA-B;12/08/2004;921,002317;0,0121;;;;;;
IMA-B;13/08/2004;921,059942;0,0063;;;;;;
IMA-B;16/08/2004;921,338013;0,0302;;;;;;
IMA-B;17/08/2004;921,750722;0,0448;;;;;;
IMA-B;18/08/2004;921,821691;0,0077;;;;;;
IMA-B;19/08/2004;922,110747;0,0314;;;;;;
IMA-B;20/08/2004;922,747784;0,0691;;;;;;
IMA-B;23/08/2004;923,545852;0,0865;;;;;;
IMA-B;24/08/2004;924,142076;0,0646;;;;;;
IMA-B;25/08/2004;924,131457;-0,0011;;;;;;
IMA-B;26/08/2004;924,651240;0,0562;;;;;;
IMA-B;27/08/2004;925,090676;0,0475;;;;;;
IMA-B;30/08/2004;925,648167;0,0603;;;;;;
IMA-B;31/08/2004;926,447904;0,0864;;;;;;
IMA-B;01/09/2004;927,039480;0,0639;;;;;;
IMA-B;02/09/2004;927,615592;0,0621;;;;;;
IMA-B;03/09/2004;928,143052;0,0569;;;;;;
IMA-B;06/09/2004;928,859490;0,0772;;;;;;
IMA-B;08/09/2004;929,455525;0,0642;;;;;;
IMA-B;09/09/2004;929,894278;0,0472;;;;;;
IMA-B;10/09/2004;931,371992;0,1589;;;;;;
IMA-B;13/09/2004;931,645466;0,0294;;;;;;
IMA-B;14/09/2004;932,088460;0,0475;;;;;;
IMA-B;15/09/2004;932,780138;0,0742;;;;;;
IMA-B;16/09/2004;933,227504;0,0480;;;;;;
IMA-B;17/09/2004;933,739617;0,0549;;;;;;
IMA-B;20/09/2004;934,302162;0,0602;;;;;;
IMA-B;21/09/2004;934,850592;0,0587;;;;;;
IMA-B;22/09/2004;935,484433;0,0678;;;;;;
IMA-B;23/09/2004;935,888054;0,0431;;;;;;
IMA-B;24/09/2004;936,399222;0,0546;;;;;;
IMA-B;27/09/2004;936,941111;0,0579;;;;;;
IMA-B;28/09/2004;937,511100;0,0608;;;;;;
IMA-B;29/09/2004;938,072126;0,0598;;;;;;
IMA-B;30/09/2004;938,517403;0,0475;;;;;;
IMA-B;01/10/2004;939,140370;0,0664;;;;;;
IMA-B;04/10/2004;939,630078;0,0521;;;;;;
IMA-B;05/10/2004;940,186304;0,0592;;;;;;
IMA-B;06/10/2004;940,740017;0,0589;;;;;;
IMA-B;07/10/2004;941,279152;0,0573;;;;;;
IMA-B;08/10/2004;941,874076;0,0632;;;;;;
IMA-B;11/10/2004;940,958132;-0,0972;;;;;;
IMA-B;13/10/2004;940,627979;-0,0351;;;;;;
IMA-B;14/10/2004;941,468601;0,0894;;;;;;
IMA-B;15/10/2004;942,026950;0,0593;;;;;;
IMA-B;18/10/2004;942,666256;0,0679;;;;;;
IMA-B;19/10/2004;943,291499;0,0663;;;;;;
IMA-B;20/10/2004;943,915112;0,0661;;;;;;
IMA-B;21/10/2004;944,409621;0,0524;;;;;;
IMA-B;22/10/2004;944,989142;0,0614;;;;;;
IMA-B;25/10/2004;945,356312;0,0389;;;;;;
IMA-B;26/10/2004;945,868761;0,0542;;;;;;
IMA-B;27/10/2004;946,404588;0,0566;;;;;;
IMA-B;28/10/2004;946,946349;0,0572;;;;;;
IMA-B;29/10/2004;947,445030;0,0527;;;;;;
IMA-B;01/11/2004;947,988208;0,0573;;;;;;
IMA-B;03/11/2004;948,617218;0,0664;;;;;;
IMA-B;04/11/2004;949,476604;0,0906;;;;;;
IMA-B;05/11/2004;949,752475;0,0291;;;;;;
IMA-B;08/11/2004;950,228312;0,0501;;;;;;
IMA-B;09/11/2004;950,770267;0,0570;;;;;;
IMA-B;10/11/2004;951,242073;0,0496;;;;;;
IMA-B;11/11/2004;951,831951;0,0620;;;;;;
IMA-B;12/11/2004;952,240843;0,0430;;;;;;
IMA-B;16/11/2004;952,744555;0,0529;;;;;;
IMA-B;17/11/2004;953,311008;0,0595;;;;;;
IMA-B;18/11/2004;953,821183;0,0535;;;;;;
IMA-B;19/11/2004;954,435627;0,0644;;;;;;
IMA-B;22/11/2004;954,770225;0,0351;;;;;;
IMA-B;23/11/2004;955,294212;0,0549;;;;;;
IMA-B;24/11/2004;956,055329;0,0797;;;;;;
IMA-B;25/11/2004;956,888197;0,0871;;;;;;
IMA-B;26/11/2004;957,482195;0,0621;;;;;;
IMA-B;29/11/2004;958,179455;0,0728;;;;;;
IMA-B;30/11/2004;958,698779;0,0542;;;;;;
IMA-B;01/12/2004;958,947581;0,0260;;;;;;
IMA-B;02/12/2004;959,807760;0,0897;;;;;;
IMA-B;03/12/2004;960,426504;0,0645;;;;;;
IMA-B;06/12/2004;961,185383;0,0790;;;;;;
IMA-B;07/12/2004;961,943878;0,0789;;;;;;
IMA-B;08/12/2004;962,368376;0,0441;;;;;;
IMA-B;09/12/2004;963,068897;0,0728;;;;;;
IMA-B;10/12/2004;963,732427;0,0689;;;;;;
IMA-B;13/12/2004;964,412671;0,0706;;;;;;
IMA-B;14/12/2004;965,107856;0,0721;;;;;;
IMA-B;15/12/2004;965,741161;0,0656;;;;;;
IMA-B;16/12/2004;966,305962;0,0585;;;;;;
IMA-B;17/12/2004;966,537414;0,0240;;;;;;
IMA-B;20/12/2004;967,378971;0,0871;;;;;;
IMA-B;21/12/2004;967,946705;0,0587;;;;;;
IMA-B;22/12/2004;968,806397;0,0888;;;;;;
IMA-B;23/12/2004;969,423877;0,0637;;;;;;
IMA-B;24/12/2004;970,064432;0,0661;;;;;;
IMA-B;27/12/2004;970,575484;0,0527;;;;;;
IMA-B;28/12/2004;971,281285;0,0727;;;;;;
IMA-B;29/12/2004;971,858650;0,0594;;;;;;
IMA-B;30/12/2004;972,504427;0,0664;;;;;;
IMA-B;31/12/2004;973,147219;0,0661;;;;;;
IMA-B;03/01/2005;973,793640;0,0664;;;;;;
IMA-B;04/01/2005;974,278690;0,0498;;;;;;
IMA-B;05/01/2005;974,869704;0,0607;;;;;;
IMA-B;06/01/2005;975,129831;0,0267;;;;;;
IMA-B;07/01/2005;975,712510;0,0598;;;;;;
IMA-B;10/01/2005;975,970498;0,0264;;;;;;
IMA-B;11/01/2005;976,564756;0,0609;;;;;;
IMA-B;12/01/2005;976,972719;0,0418;;;;;;
IMA-B;13/01/2005;977,079780;0,0110;;;;;;
IMA-B;14/01/2005;978,507345;0,1461;;;;;;
IMA-B;17/01/2005;979,119191;0,0625;;;;;;
IMA-B;18/01/2005;979,719052;0,0613;;;;;;
IMA-B;19/01/2005;980,456560;0,0753;;;;;;
IMA-B;20/01/2005;980,778057;0,0328;;;;;;
IMA-B;21/01/2005;981,843397;0,1086;;;;;;
IMA-B;24/01/2005;982,289516;0,0454;;;;;;
IMA-B;25/01/2005;983,249933;0,0978;;;;;;
IMA-B;26/01/2005;983,434973;0,0188;;;;;;
IMA-B;27/01/2005;983,875052;0,0447;;;;;;
IMA-B;28/01/2005;984,934699;0,1077;;;;;;
IMA-B;31/01/2005;984,904088;-0,0031;;;;;;
IMA-B;01/02/2005;985,616321;0,0723;;;;;;
IMA-B;02/02/2005;984,659465;-0,0971;;;;;;
IMA-B;03/02/2005;985,588373;0,0943;;;;;;
IMA-B;04/02/2005;985,914859;0,0331;;;;;;
IMA-B;09/02/2005;986,450218;0,0543;;;;;;
IMA-B;10/02/2005;987,108852;0,0668;;;;;;
IMA-B;11/02/2005;986,618179;-0,0497;;;;;;
IMA-B;14/02/2005;985,109648;-0,1529;;;;;;
IMA-B;15/02/2005;985,849233;0,0751;;;;;;
IMA-B;16/02/2005;986,283220;0,0440;;;;;;
IMA-B;17/02/2005;986,628237;0,0350;;;;;;
IMA-B;18/02/2005;987,162708;0,0542;;;;;;
IMA-B;21/02/2005;988,032465;0,0881;;;;;;
IMA-B;22/02/2005;988,155896;0,0125;;;;;;
IMA-B;23/02/2005;987,948472;-0,0210;;;;;;
IMA-B;24/02/2005;989,437102;0,1507;;;;;;
IMA-B;25/02/2005;989,856249;0,0424;;;;;;
IMA-B;28/02/2005;990,295648;0,0444;;;;;;
IMA-B;01/03/2005;990,509445;0,0216;;;;;;
IMA-B;02/03/2005;990,496731;-0,0013;;;;;;
IMA-B;03/03/2005;991,542539;0,1056;;;;;;
IMA-B;04/03/2005;992,389802;0,0854;;;;;;
IMA-B;07/03/2005;992,607475;0,0219;;;;;;
IMA-B;08/03/2005;992,946491;0,0342;;;;;;
IMA-B;09/03/2005;993,291843;0,0348;;;;;;
IMA-B;10/03/2005;994,154886;0,0869;;;;;;
IMA-B;11/03/2005;993,681587;-0,0476;;;;;;
IMA-B;14/03/2005;993,378470;-0,0305;;;;;;
IMA-B;15/03/2005;993,725876;0,0350;;;;;;
IMA-B;16/03/2005;994,254451;0,0532;;;;;;
IMA-B;17/03/2005;994,947165;0,0697;;;;;;
IMA-B;18/03/2005;995,530789;0,0587;;;;;;
IMA-B;21/03/2005;995,652468;0,0122;;;;;;
IMA-B;22/03/2005;995,835329;0,0184;;;;;;
IMA-B;23/03/2005;996,250724;0,0417;;;;;;
IMA-B;24/03/2005;997,384433;0,1138;;;;;;
IMA-B;28/03/2005;997,751494;0,0368;;;;;;
IMA-B;29/03/2005;998,571634;0,0822;;;;;;
IMA-B;30/03/2005;999,405383;0,0835;;;;;;
IMA-B;31/03/2005;1.000,000000;0,0595;;;;;1.860;
IMA-B;01/04/2005;1.000,609874;0,0610;;;;;1.859;
IMA-B;04/04/2005;1.001,302898;0,0693;;;;;1.858;
IMA-B;05/04/2005;1.001,868823;0,0565;;;;;1.866;
IMA-B;06/04/2005;1.002,670765;0,0800;;;;;1.865;
IMA-B;07/04/2005;1.003,291294;0,0619;;;;;1.864;
IMA-B;08/04/2005;1.003,974443;0,0681;;;;;1.863;
IMA-B;11/04/2005;1.004,611176;0,0634;;;;;1.862;
IMA-B;12/04/2005;1.005,231633;0,0618;;;;;1.861;
IMA-B;13/04/2005;1.005,811439;0,0577;;;;;1.860;
IMA-B;14/04/2005;1.006,422679;0,0608;;;;;1.859;
IMA-B;15/04/2005;1.006,975069;0,0549;;;;;1.866;
IMA-B;18/04/2005;1.007,689954;0,0710;;;;;1.865;
IMA-B;19/04/2005;1.008,342547;0,0648;;;;;1.864;
IMA-B;20/04/2005;1.008,986944;0,0639;;;;;1.863;
IMA-B;22/04/2005;1.009,520279;0,0529;;;;;1.861;
IMA-B;25/04/2005;1.010,185115;0,0659;;;;;1.860;
IMA-B;26/04/2005;1.010,846176;0,0654;;;;;1.859;
IMA-B;27/04/2005;1.011,515993;0,0663;;;;;1.858;
IMA-B;28/04/2005;1.012,860558;0,1329;;;;;1.857;
IMA-B;29/04/2005;1.013,635814;0,0765;;;;;1.856;
IMA-B;02/05/2005;1.014,398668;0,0753;;;;;1.855;
IMA-B;03/05/2005;1.015,063695;0,0656;;;;;1.854;
IMA-B;04/05/2005;1.015,765225;0,0691;;;;;1.853;
IMA-B;05/05/2005;1.016,517974;0,0741;;;;;1.852;
IMA-B;06/05/2005;1.017,334121;0,0803;;;;;1.851;
IMA-B;09/05/2005;1.018,094892;0,0748;;;;;1.850;
IMA-B;10/05/2005;1.018,783325;0,0676;;;;;1.849;
IMA-B;11/05/2005;1.019,892023;0,1088;;;;;1.847;
IMA-B;12/05/2005;1.020,554119;0,0649;;;;;1.847;
IMA-B;13/05/2005;1.021,306223;0,0737;;;;;1.846;
IMA-B;16/05/2005;1.022,147634;0,0824;;;;;1.896;
IMA-B;17/05/2005;1.022,841673;0,0679;;;;;1.895;
IMA-B;18/05/2005;1.023,414584;0,0560;;;;;1.894;
IMA-B;19/05/2005;1.024,075024;0,0645;;;;;1.893;
IMA-B;20/05/2005;1.024,691359;0,0602;;;;;1.892;
IMA-B;23/05/2005;1.025,299157;0,0593;;;;;1.891;
IMA-B;24/05/2005;1.025,917416;0,0603;;;;;1.890;
IMA-B;25/05/2005;1.026,635863;0,0700;;;;;1.889;
IMA-B;27/05/2005;1.027,035264;0,0389;;;;;1.887;
IMA-B;30/05/2005;1.027,714781;0,0662;;;;;1.887;
IMA-B;31/05/2005;1.028,350111;0,0618;;;;;1.881;
IMA-B;01/06/2005;1.028,700876;0,0341;;;;;1.880;
IMA-B;02/06/2005;1.029,272884;0,0556;;;;;1.879;
IMA-B;03/06/2005;1.029,980668;0,0688;;;;;1.878;
IMA-B;06/06/2005;1.029,025342;-0,0928;;;;;1.825;
IMA-B;07/06/2005;1.029,601938;0,0560;;;;;1.819;
IMA-B;08/06/2005;1.030,187792;0,0569;;;;;1.818;
IMA-B;09/06/2005;1.030,736092;0,0532;;;;;1.817;
IMA-B;10/06/2005;1.030,763094;0,0026;;;;;1.816;
IMA-B;13/06/2005;1.031,148477;0,0374;;;;;1.815;
IMA-B;14/06/2005;1.031,564878;0,0404;;;;;1.814;
IMA-B;15/06/2005;1.031,877303;0,0303;;;;;1.761;
IMA-B;16/06/2005;1.031,652579;-0,0218;;;;;1.758;
IMA-B;17/06/2005;1.032,090195;0,0424;;;;;1.757;
IMA-B;20/06/2005;1.031,874529;-0,0209;;;;;1.755;
IMA-B;21/06/2005;1.032,421770;0,0530;;;;;1.759;
IMA-B;22/06/2005;1.032,836763;0,0402;;;;;1.758;
IMA-B;23/06/2005;1.032,942203;0,0102;;;;;1.757;
IMA-B;24/06/2005;1.032,334892;-0,0588;;;;;1.755;
IMA-B;27/06/2005;1.032,631453;0,0287;;;;;1.754;
IMA-B;28/06/2005;1.033,053162;0,0408;;;;;1.747;
IMA-B;29/06/2005;1.033,331773;0,0270;;;;;1.746;
IMA-B;30/06/2005;1.033,653543;0,0311;;;;;1.745;
IMA-B;01/07/2005;1.033,871900;0,0211;;;;;1.744;
IMA-B;04/07/2005;1.033,228505;-0,0622;;;;;1.745;
IMA-B;05/07/2005;1.033,671209;0,0428;;;;;1.730;
IMA-B;06/07/2005;1.033,231076;-0,0426;;;;;1.729;
IMA-B;07/07/2005;1.033,533748;0,0293;;;;;1.728;
IMA-B;08/07/2005;1.033,241983;-0,0282;;;;;1.727;
IMA-B;11/07/2005;1.033,586770;0,0334;;;;;1.726;
IMA-B;12/07/2005;1.033,821974;0,0228;;;;;1.725;
IMA-B;13/07/2005;1.034,077203;0,0247;;;;;1.724;
IMA-B;14/07/2005;1.034,465409;0,0375;;;;;1.724;
IMA-B;15/07/2005;1.035,096762;0,0610;;;;;1.507;
IMA-B;18/07/2005;1.035,867769;0,0745;;;;;1.507;
IMA-B;19/07/2005;1.036,678710;0,0783;;;;;1.507;
